id,brand,model,category,price,cpu,cpu_cores,ram,gpu,gpu_vram,dedicated_gpu,cuda_support,weight,screen_size,screen_resolution,screen_quality_score
967,Lenovo,Lenovo Notebook,Notebook,173.72,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.9,15.6,1366x768,0.4
968,Lenovo,Lenovo Notebook,Notebook,865.96,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,2.3,15.6,1920x1080,0.6
969,Asus,Asus Notebook,Notebook,738.22,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.4,13.3,3200x1800,0.4
970,HP,HP Ultrabook,Ultrabook,865.96,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.11,13.3,1920x1080,0.6
971,Acer,Acer Notebook,Notebook,243.93,Intel Pentium Quad Core N4200 1.1GHz,2,4,Intel HD Graphics 505,0,False,False,2.4,15.6,1366x768,0.4
972,Asus,Asus Gaming,Gaming,1154.83,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050 Ti,2,True,True,2.5,15.6,1920x1080,0.6
973,HP,HP Ultrabook,Ultrabook,1340.99,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.48,14.0,1920x1080,0.6
974,Acer,Acer Gaming,Gaming,808.83,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.7,15.6,1920x1080,0.6
975,HP,HP Notebook,Notebook,763.25,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.34,13.3,1920x1080,0.6
976,Dell,Dell Notebook,Notebook,351.13,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.18,15.6,1366x768,0.4
977,HP,HP Notebook,Notebook,500.06,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.64,14.0,1366x768,0.4
978,Toshiba,Toshiba Notebook,Notebook,767.1,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.2,13.3,1920x1080,0.6
979,HP,HP Notebook,Notebook,706.11,Intel Core i5 6300U 2.4GHz,4,4,Intel HD Graphics 520,0,False,False,1.48,14.0,1366x768,0.4
980,HP,HP Notebook,Notebook,773.52,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.95,14.0,1920x1080,0.6
981,HP,HP Ultrabook,Ultrabook,930.15,Intel Core i7 6600U 2.6GHz,8,8,Intel HD Graphics 520,0,False,False,1.43,14.0,1920x1080,0.6
982,HP,HP Notebook,Notebook,673.55,Intel Core i5 7200U 2.5GHz,4,8,Nvidia GeForce 930MX,4,True,True,1.64,14.0,1920x1080,0.6
983,HP,HP Notebook,Notebook,439.08,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,1.64,14.0,1366x768,0.4
984,Dell,Dell Gaming,Gaming,609.19,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1050,2,True,True,2.65,15.6,1920x1080,0.6
985,HP,HP Ultrabook,Ultrabook,987.93,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.26,12.5,1920x1080,0.6
986,HP,HP Notebook,Notebook,1020.67,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.48,14.0,1920x1080,0.6
987,HP,HP Ultrabook,Ultrabook,1211.45,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.54,14.0,1920x1080,0.6
988,HP,HP Notebook,Notebook,513.54,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,1.49,13.3,1366x768,0.4
989,Toshiba,Toshiba Notebook,Notebook,776.73,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.5,13.3,1366x768,0.4
990,HP,HP Notebook,Notebook,494.28,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.04,15.6,1366x768,0.4
991,Lenovo,Lenovo Notebook,Notebook,1905.24,Intel Core i7 6820HQ 2.7GHz,8,16,Nvidia Quadro 3000M,4,True,True,2.4,17.3,3840x2160,1.0
992,Toshiba,Toshiba Notebook,Notebook,956.47,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.47,14.0,1920x1080,0.6
993,HP,HP Notebook,Notebook,1430.86,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.43,14.0,1920x1080,0.6
994,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,510.97,Intel Core i3 6100U 2.3GHz,2,4,Intel HD Graphics 520,0,False,False,2.08,15.6,1920x1080,0.6
995,Toshiba,Toshiba Ultrabook,Ultrabook,1020.67,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.2,13.3,1920x1080,0.6
996,HP,HP Notebook,Notebook,737.57,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.11,13.3,1920x1080,0.6
997,HP,HP Notebook,Notebook,760.96,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 930MX,4,True,True,1.64,14.0,1920x1080,0.6
998,Dell,Dell Notebook,Notebook,671.74,Intel Core i5 6300U 2.4GHz,4,8,Intel HD Graphics 520,0,False,False,2.09,15.6,1920x1080,0.6
999,HP,HP Ultrabook,Ultrabook,1000.77,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.26,12.5,1366x768,0.4
1000,HP,HP Notebook,Notebook,763.25,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.31,14.0,1366x768,0.4
1001,HP,HP Notebook,Notebook,680.44,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.95,14.0,1366x768,0.4
1002,Dell,Dell Ultrabook,Ultrabook,1042.49,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.29,13.3,3200x1800,0.4
1003,HP,HP Notebook,Notebook,693.28,Intel Core i5 7200U 2.5GHz,4,8,Nvidia GeForce 930MX,4,True,True,2.63,17.3,1920x1080,0.6
1004,HP,HP Notebook,Notebook,624.6,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.64,14.0,1366x768,0.4
1005,Acer,Acer Notebook,Notebook,262.55,AMD A9-Series 9420 3GHz,2,6,AMD Radeon R5,0,False,False,2.1,15.6,1366x768,0.4
1006,MSI,MSI Gaming,Gaming,765.05,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.7,17.3,1920x1080,0.6
1007,HP,HP Notebook,Notebook,767.1,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.95,14.0,1920x1080,0.6
1008,HP,HP Notebook,Notebook,788.92,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.84,15.6,1920x1080,0.6
1009,HP,HP Ultrabook,Ultrabook,865.96,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.26,12.5,1920x1080,0.6
1010,HP,HP Notebook,Notebook,476.31,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.04,15.6,1366x768,0.4
1011,Toshiba,Toshiba Ultrabook,Ultrabook,1107.33,Intel Core i7 6600U 2.6GHz,8,8,Intel HD Graphics 520,0,False,False,1.47,14.0,1920x1080,0.6
1012,Dell,Dell Notebook,Notebook,682.34,Intel Core i5 6300U 2.4GHz,4,8,Intel HD Graphics 520,0,False,False,2.09,15.6,1920x1080,0.6
1013,HP,HP Notebook,Notebook,648.67,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,1.64,14.0,1920x1080,0.6
1014,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,543.71,Intel Core i7 6500U 2.5GHz,8,4,Intel HD Graphics 520,0,False,False,1.8,15.6,1920x1080,0.6
1015,Vero,Vero Notebook,Notebook,135.32,Intel Atom X5-Z8350 1.44GHz,2,2,Intel HD Graphics 400,0,False,False,1.45,14.0,1366x768,0.4
1016,Toshiba,Toshiba Notebook,Notebook,914.75,Intel Core i7 6500U 2.5GHz,8,16,Nvidia GeForce 930M,4,True,True,2.4,15.6,1920x1080,0.6
1017,Lenovo,Lenovo Notebook,Notebook,673.77,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,2.3,15.6,1920x1080,0.6
1018,HP,HP Notebook,Notebook,641.93,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.54,14.0,1920x1080,0.6
1019,HP,HP Notebook,Notebook,1350.19,Intel Core i5 6300U 2.4GHz,4,8,Intel HD Graphics 520,0,False,False,1.84,15.6,1920x1080,0.6
1020,HP,HP Notebook,Notebook,942.99,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.43,14.0,1920x1080,0.6
1021,MSI,MSI Gaming,Gaming,992.19,Intel Core i7 6820HK 2.7GHz,8,16,Nvidia GeForce GTX 980M,4,True,True,3.78,17.3,1920x1080,0.6
1022,Lenovo,Lenovo Gaming,Gaming,1470.01,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 980M,4,True,True,4.6,17.3,1920x1080,0.6
1023,Asus,Asus Netbook,Netbook,184.81,Intel Celeron Dual Core N3060 1.6GHz,2,4,Intel HD Graphics 400,0,False,False,1.2,11.6,1366x768,0.4
1024,Lenovo,Lenovo Notebook,Notebook,1681.85,Intel Core i7 6600U 2.6GHz,8,16,Intel HD Graphics 520,0,False,False,1.1,14.0,2560x1440,0.8
1025,HP,HP Notebook,Notebook,628.45,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 940MX,4,True,True,1.91,15.6,1920x1080,0.6
1026,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,702.27,Intel Core i5 7200U 2.7GHz,4,8,Intel HD Graphics 620,0,False,False,2.3,15.6,1920x1080,0.6
1027,HP,HP Notebook,Notebook,628.45,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,2.04,15.6,1366x768,0.4
1028,Dell,Dell Ultrabook,Ultrabook,1446.91,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.2,13.3,3200x1800,0.4
1029,HP,HP Notebook,Notebook,452.66,Intel Core i3 6100U 2.3GHz,2,4,Intel HD Graphics 520,0,False,False,2.31,15.6,1366x768,0.4
1030,HP,HP Notebook,Notebook,320.32,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics 620,0,False,False,1.96,15.6,1366x768,0.4
1031,Acer,Acer Notebook,Notebook,288.23,AMD A8-Series 7410 2.2GHz,2,8,AMD Radeon R5,0,False,False,2.4,15.6,1366x768,0.4
1032,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,833.86,Intel Core i7 7500U 2.7GHz,8,12,Intel HD Graphics 620,0,False,False,1.6,13.3,1920x1080,0.6
1033,MSI,MSI Gaming,Gaming,1167.67,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,2.94,15.6,1920x1080,0.6
1034,Asus,Asus Gaming,Gaming,640.64,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 965M,4,True,True,4.0,17.3,1920x1080,0.6
1035,Dell,Dell Notebook,Notebook,358.84,Intel Core i5 7200U 2.5GHz,4,4,Intel HD Graphics,0,False,False,2.25,15.6,1920x1080,0.6
1036,Dell,Dell Notebook,Notebook,635.5,Intel Core i7 7500U 2.7GHz,8,16,AMD Radeon R7 M445,0,False,False,2.32,15.6,1920x1080,0.6
1037,MSI,MSI Gaming,Gaming,1238.28,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 1060,4,True,True,1.8,15.6,1920x1080,0.6
1038,Dell,Dell Ultrabook,Ultrabook,935.93,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.29,13.3,1920x1080,0.6
1039,Asus,Asus Gaming,Gaming,2551.66,Intel Core i7 6820HK 2.7GHz,8,64,Nvidia GeForce GTX 980 ,4,True,True,3.58,17.3,1920x1080,0.6
1040,Dell,Dell 2 in 1 Convertible,2 in 1 Convertible,512.26,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.62,13.3,1920x1080,0.6
1041,Dell,Dell Gaming,Gaming,853.12,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 970M,4,True,True,3.21,15.6,3840x2160,1.0
1042,Apple,Apple Ultrabook,Ultrabook,834.51,Intel Core M 1.1GHz,2,8,Intel HD Graphics 515,0,False,False,0.92,12.0,2304x1440,0.4
1043,Dell,Dell Notebook,Notebook,309.4,Intel Core i3 6100U 2.3GHz,2,4,Intel HD Graphics 520,0,False,False,2.06,15.6,1366x768,0.4
1044,HP,HP Notebook,Notebook,769.67,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.31,15.6,1366x768,0.4
1045,HP,HP Ultrabook,Ultrabook,769.67,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.26,12.5,1920x1080,0.6
1046,HP,HP Notebook,Notebook,699.7,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.49,13.3,1920x1080,0.6
1047,Lenovo,Lenovo Ultrabook,Ultrabook,1099.94,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.3,12.5,1920x1080,0.6
1048,Lenovo,Lenovo Notebook,Notebook,423.03,Intel Core i5 6200U 2.3GHz,4,8,AMD Radeon R5 M330,0,False,False,3.0,17.3,1600x900,0.4
1049,Lenovo,Lenovo Notebook,Notebook,627.16,Intel Core i5 6300HQ 2.3GHz,4,4,Nvidia GeForce GTX 950M,4,True,True,2.3,15.6,1920x1080,0.6
1050,MSI,MSI Gaming,Gaming,1604.18,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1070,6,True,True,3.78,17.3,1920x1080,0.6
1051,Lenovo,Lenovo Notebook,Notebook,346.64,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.1,15.6,1366x768,0.4
1052,HP,HP Notebook,Notebook,603.41,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.31,15.6,1920x1080,0.6
1053,Lenovo,Lenovo Ultrabook,Ultrabook,898.06,Intel Core M 6Y75 1.2GHz,2,8,Intel HD Graphics 515,0,False,False,0.99,12.5,2560x1440,0.8
1054,Lenovo,Lenovo Gaming,Gaming,2079.85,Intel Core i7 6820HK 2.7GHz,8,32,Nvidia GeForce GTX 980M,4,True,True,4.6,17.3,1920x1080,0.6
1055,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,414.86,Intel Atom x5-Z8550 1.44GHz,2,4,Intel HD Graphics 400,0,False,False,0.69,10.1,1920x1200,0.6
1056,HP,HP Ultrabook,Ultrabook,1315.31,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.3,13.3,3840x2160,1.0
1057,Dell,Dell Notebook,Notebook,481.45,Intel Core i5 7200U 2.5GHz,4,8,Intel HD Graphics 620,0,False,False,2.18,15.6,1920x1080,0.6
1058,HP,HP Notebook,Notebook,661.82,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,1.54,14.0,1920x1080,0.6
1059,HP,HP Workstation,Workstation,959.68,Intel Core i7 6500U 2.5GHz,8,8,AMD FirePro W4190M,4,True,False,1.9,15.6,1920x1080,0.6
1060,Lenovo,Lenovo Notebook,Notebook,769.67,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.7,14.0,1920x1080,0.6
1061,HP,HP Notebook,Notebook,394.79,Intel Pentium Dual Core 4405Y 1.5GHz,2,4,Intel HD Graphics 515,0,False,False,1.29,13.3,3200x1800,0.4
1062,Acer,Acer Notebook,Notebook,248.43,AMD A8-Series 7410 2.2GHz,2,4,AMD Radeon R5,0,False,False,2.4,15.6,1366x768,0.4
1063,Dell,Dell Notebook,Notebook,252.59,Intel Pentium Quad Core N3700 1.6GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
1064,HP,HP Notebook,Notebook,222.1,Intel Core i3 6006U 2GHz,2,4,Intel HD Graphics 520,0,False,False,1.86,15.6,1366x768,0.4
1065,Asus,Asus Gaming,Gaming,1026.44,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1060,4,True,True,2.7,17.3,1920x1080,0.6
1066,Dell,Dell Ultrabook,Ultrabook,525.32,Intel Core i5 8250U 1.6GHz,4,4,AMD Radeon 530,4,True,False,1.4,13.3,1920x1080,0.6
1067,HP,HP Netbook,Netbook,1026.44,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.4,12.5,1366x768,0.4
1068,Acer,Acer Notebook,Notebook,512.9,Intel Core i5 7200U 2.5GHz,4,8,Nvidia GeForce GTX 950M,4,True,True,2.4,15.6,1920x1080,0.6
1069,Dell,Dell Notebook,Notebook,410.06,Intel Core i5 7200U 2.5GHz,4,8,AMD Radeon R7 M445,0,False,False,2.36,15.6,1920x1080,0.6
1070,MSI,MSI Gaming,Gaming,1026.44,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 965M,4,True,True,2.6,17.3,1920x1080,0.6
1071,HP,HP Notebook,Notebook,320.96,Intel Pentium Quad Core N3710 1.6GHz,2,4,Intel HD Graphics 405,0,False,False,1.96,15.6,1366x768,0.4
1072,Asus,Asus Gaming,Gaming,1475.79,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 980M,4,True,True,4.3,17.3,1920x1080,0.6
1073,Dell,Dell Ultrabook,Ultrabook,728.68,Intel Core i3 6100U 2.3GHz,2,4,Intel HD Graphics 520,0,False,False,1.5,12.5,1366x768,0.4
1074,Dell,Dell Ultrabook,Ultrabook,749.11,Intel Core i3 6100U 2.3GHz,2,4,Intel HD Graphics 520,0,False,False,1.5,12.5,1366x768,0.4
1075,Acer,Acer Notebook,Notebook,134.16,Intel Celeron Dual Core 3205U 1.5GHz,2,4,Intel HD Graphics,0,False,False,2.2,15.6,1366x768,0.4
1076,HP,HP Workstation,Workstation,1860.95,Intel Core i7 6700HQ 2.6GHz,8,8,AMD FirePro W6150M,4,True,False,3.0,17.3,1920x1080,0.6
1077,Lenovo,Lenovo Gaming,Gaming,769.67,Intel Core i7 7700HQ 2.8GHz,8,16,Nvidia GeForce GTX 1050 Ti,2,True,True,2.4,15.6,1920x1080,0.6
1078,Dell,Dell Ultrabook,Ultrabook,907.11,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.5,12.5,1366x768,0.4
1079,MSI,MSI Gaming,Gaming,970.07,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 960M,4,True,True,2.9,17.3,1920x1080,0.6
1080,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,556.55,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.1,15.6,1920x1080,0.6
1081,HP,HP Notebook,Notebook,255.49,AMD A6-Series 9220 2.5GHz,2,4,AMD Radeon R4,0,False,False,2.1,15.6,1920x1080,0.6
1082,Asus,Asus Gaming,Gaming,859.54,Intel Core i7 6700HQ 2.6GHz,8,16,Nvidia GeForce GTX 960M,4,True,True,2.59,15.6,1920x1080,0.6
1083,HP,HP Notebook,Notebook,1090.64,Intel Core M 6Y54 1.1GHz,2,8,Intel HD Graphics 515,0,False,False,1.16,13.3,3200x1800,0.4
1084,Dell,Dell Notebook,Notebook,493.74,Intel Core i5 6200U 2.3GHz,4,4,AMD Radeon R5 M315,0,False,False,2.24,15.6,1366x768,0.4
1085,Lenovo,Lenovo Notebook,Notebook,275.39,Intel Core i3 6006U 2.0GHz,2,4,Intel HD Graphics 520,0,False,False,2.1,15.6,1366x768,0.4
1086,HP,HP Ultrabook,Ultrabook,1263.96,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.16,13.3,1920x1080,0.6
1087,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,352.42,Intel Atom x5-Z8550 1.44GHz,2,4,Intel HD Graphics 400,0,False,False,0.69,10.1,1920x1200,0.6
1088,Dell,Dell Ultrabook,Ultrabook,885.22,Intel Core i7 7560U 2.4GHz,8,8,Intel Iris Plus Graphics 640,0,False,False,1.23,13.3,1920x1080,0.6
1089,Lenovo,Lenovo Gaming,Gaming,1765.29,Intel Core i7 6820HK 2.7GHz,8,16,Nvidia GeForce GTX 980M,4,True,True,4.6,17.3,1920x1080,0.6
1090,Razer,Razer Ultrabook,Ultrabook,660.54,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.25,12.5,3840x2160,1.0
1091,Toshiba,Toshiba Ultrabook,Ultrabook,1428.93,Intel Core i7 7500U 2.7GHz,8,16,Intel HD Graphics 620,0,False,False,1.05,13.3,1920x1080,0.6
1092,Asus,Asus Gaming,Gaming,842.52,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia GeForce GTX 960M,4,True,True,3.52,17.3,1920x1080,0.6
1093,Vero,Vero Notebook,Notebook,125.82,Intel Atom X5-Z8350 1.44GHz,2,4,Intel HD Graphics 400,0,False,False,1.35,13.3,1920x1080,0.6
1094,HP,HP Notebook,Notebook,1084.86,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.16,13.3,1920x1080,0.6
1095,HP,HP Notebook,Notebook,971.24,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.43,14.0,1920x1080,0.6
1096,Dell,Dell Notebook,Notebook,336.13,Intel Core i5 6200U 2.3GHz,4,4,Intel HD Graphics 520,0,False,False,2.09,15.6,1366x768,0.4
1097,Asus,Asus Notebook,Notebook,279.24,Intel Core i3 7100U 2.4GHz,2,4,Intel HD Graphics 620,0,False,False,2.0,15.6,1366x768,0.4
1098,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1071.38,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.8,14.0,1920x1080,0.6
1099,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,307.48,Intel Atom x5-Z8550 1.44GHz,2,4,Intel HD Graphics 400,0,False,False,0.69,10.1,1920x1200,0.6
1100,HP,HP Ultrabook,Ultrabook,1216.45,Intel Core i5 6300U 2.4GHz,4,8,Intel HD Graphics 520,0,False,False,1.26,12.5,1366x768,0.4
1101,Lenovo,Lenovo Gaming,Gaming,634.87,Intel Core i5 7300HQ 2.5GHz,4,8,Nvidia GeForce GTX 1060,4,True,True,2.4,15.6,1920x1080,0.6
1102,HP,HP Gaming,Gaming,724.74,Intel Core i5 6300HQ 2.3GHz,4,8,Nvidia GeForce GTX 1060,4,True,True,3.35,17.3,1920x1080,0.6
1103,HP,HP Notebook,Notebook,403.77,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,2.04,15.6,1366x768,0.4
1104,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1316.2,Intel Core i7 6600U 2.6GHz,8,8,Nvidia Quadro M500M,4,True,True,1.8,14.0,1920x1080,0.6
1105,Asus,Asus Notebook,Notebook,178.46,Intel Celeron Dual Core N3350 1.1GHz,2,4,Intel HD Graphics 500,0,False,False,1.5,14.0,1366x768,0.4
1106,HP,HP Ultrabook,Ultrabook,482.73,Intel Core i7 7500U 2.7GHz,8,8,Intel HD Graphics 620,0,False,False,1.84,15.6,1920x1080,0.6
1107,Acer,Acer Notebook,Notebook,395.43,Intel Core i5 7200U 2.5GHz,4,4,Nvidia GeForce 940MX,4,True,True,2.23,15.6,1920x1080,0.6
1108,Lenovo,Lenovo Notebook,Notebook,705.48,Intel Core i7 6500U 2.5GHz,8,16,AMD Radeon R7 M360,0,False,False,2.5,15.6,1920x1080,0.6
1109,HP,HP Workstation,Workstation,2535.23,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia Quadro M3000M,4,True,True,3.0,17.3,1920x1080,0.6
1110,Dell,Dell Notebook,Notebook,503.27,Intel Core i5 7200U 2.5GHz,4,8,AMD Radeon R7 M445,0,False,False,2.5,15.6,1366x768,0.4
1111,MSI,MSI Gaming,Gaming,1539.98,Intel Core i7 6820HQ 2.7GHz,8,16,Nvidia GeForce GTX 980M,4,True,True,3.78,17.3,1920x1080,0.6
1112,HP,HP Ultrabook,Ultrabook,1394.09,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.88,15.6,1920x1080,0.6
1113,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1566.3,Intel Core i7 6600U 2.6GHz,8,16,Intel HD Graphics 520,0,False,False,2.8,14.0,2560x1440,0.8
1114,MSI,MSI Gaming,Gaming,733.59,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050,2,True,True,2.4,15.6,1920x1080,0.6
1115,HP,HP 2 in 1 Convertible,2 in 1 Convertible,1045.7,Intel Core i5 6300U 2.4GHz,4,8,Intel HD Graphics 520,0,False,False,1.48,13.3,1920x1080,0.6
1116,HP,HP Workstation,Workstation,1430.86,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia Quadro M1000M,4,True,True,2.59,15.6,1920x1080,0.6
1117,HP,HP 2 in 1 Convertible,2 in 1 Convertible,1154.83,Intel Core i7 6600U 2.6GHz,8,8,Intel HD Graphics 520,0,False,False,1.48,13.3,2560x1440,0.8
1118,HP,HP Workstation,Workstation,1219.02,Intel Core i7 6700HQ 2.6GHz,8,8,Nvidia Quadro M1000M,4,True,True,2.0,15.6,1920x1080,0.6
1119,HP,HP Ultrabook,Ultrabook,1474.48,Intel Core i7 6500U 2.50GHz,8,8,Intel HD Graphics 520,0,False,False,1.26,12.5,1920x1080,0.6
1120,Dell,Dell Notebook,Notebook,648.28,Intel Core i7 7500U 2.7GHz,8,8,Nvidia GeForce 940MX,4,True,True,2.18,15.6,1920x1080,0.6
1121,HP,HP Notebook,Notebook,1013.6,Intel Core i5 6200U 2.3GHz,4,8,Intel HD Graphics 520,0,False,False,1.88,15.6,1920x1080,0.6
1122,Lenovo,Lenovo 2 in 1 Convertible,2 in 1 Convertible,1501.47,Intel Core i7 6500U 2.5GHz,8,8,Intel HD Graphics 520,0,False,False,1.27,14.0,2560x1440,0.8
1123,Lenovo,Lenovo Notebook,Notebook,217.61,Intel Core i3 6006U 2.0GHz,2,4,Intel HD Graphics 520,0,False,False,1.9,15.6,1366x768,0.4
1124,HP,HP Notebook,Notebook,190.65,AMD E-Series 7110 1.8GHz,2,4,AMD Radeon R2 Graphics,0,False,False,1.86,15.6,1366x768,0.4
1125,Lenovo,Lenovo Notebook,Notebook,384.51,Intel Core i5 6200U 2.3GHz,4,8,AMD Radeon R5 M330,0,False,False,2.32,15.6,1920x1080,0.6
1126,Dell,Dell Gaming,Gaming,769.67,Intel Core i7 7700HQ 2.8GHz,8,8,Nvidia GeForce GTX 1050Ti,2,True,True,2.62,15.6,1920x1080,0.6
1127,Dell,Dell Notebook,Notebook,1444.77,Intel Core i5 6300HQ 2.3GHz,4,8,Nvidia GeForce 960M,4,True,True,2.04,15.6,3840x2160,1.0
